artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year,city,state,country
ARODMV01187B98AEA7,61.738131086085,,15.1645019109342,Radar Brothers,215,1,SOYIDBH12AB0189D60,Quarry,2010,,Gävleborg County,Sweden
ARRIJ1W1187FB45FB9,51.5557596596161,,-0.259704729825809,Hard-FI,220,1,SOKAWEC12A6D4F8CE5,Suburban Knights [DJ Wrongtom's Delight],2007,London,England,United Kingdom
ARMB0B11187B9AE46C,46.7106890425431,,1.71867191267374,Cocorosie,274,1,SOUONXA12AB018409A,Grey Oceans,2010,,Centre-Loire Valley,France
AR0H2L21187FB3B2C3,34.0535435,,-118.2451308,Nathan Abshire,160,1,SOKIFXT12A8AE48110,Iota Two Step,1993,Los Angeles,California,United States of America
ARGM4PB1187FB3DEFB,43.3702702,,-8.396668,Luz,220,1,SOUYDOX12A58A7B12F,A Veces Un Cielo,2002,A Coruña,Galicia,Spain
ARTM6SK1187B9B804D,17.384305,,8.19162637591728,Ismaël Lo,268,1,SOMDRDO12A6D4F6ABA,Raciste,1992,,,Niger
ARWXRV91187B9AF9B9,57.7199232729637,,12.9443912199629,Millencolin,198,1,SOMLOPB12A8C13AEBB,Stalemate,2005,,Västra Götaland County,Sweden
ARQ91R31187FB38A88,37.825579,,-85.687306,Grandpa Jones,158,1,SOWPUQN12A6D4F8821,Falling Leaves,1995,,Kentucky,USA
ARWMEJW11F4C83C123,59.9331163,,30.3072734642203,Dmitri Shostakovich - André Cluytens - Orch National Radiodiffusion F,319,1,SOLLALT12A8C1399F3,Piano Concerto No.2 In F Major Op.102 (1957) : III Allegro,0,Адмиралтейский округ,Saint Petersburg,Russia
AR6RSHA1187FB3F03F,51.0088025155048,,-2.99272523417839,Raised Fist,127,1,SOMTAHX12A58A78D9C,Wheeling V.1.02,2000,Somerset West and Taunton,England,United Kingdom
ARHFDOW1187B9A6B6D,40.7595205672939,,-111.888156811426,Late Night Alumni,297,1,SOJCLFY12AB0188F0E,Run A Mile,2010,Salt Lake City,Utah,United States of America
ARQ06GM1187B9B18AE,55.001251,,-97.001038,The Haunted,131,1,SOEDPKA12AB0189379,Seize The Day,0,,Manitoba,Canada
AR0YHRY1187FB58249,43.0836805270776,,-8.73152092132892,Alberto Iglesias,105,1,SOEDWJK12A6D4F50B9,Las Vecinas. Variación,0,Coristanco,Galicia,Spain
ARC3KY01187B9AEB09,31.1697027906955,,-100.077144457897,2002,336,1,SOSIEAV12AB0180661,Heaven And Earth,2000,,Texas,USA
ARGK9MB1187FB37402,40.8449405,,-73.9360423531161,MIMS,181,1,SOFNQWZ12A6BD53D1D,Cop It,2007,New York,New York,USA
AR72HPG1187B9A1496,51.8404188,,-0.278195287738776,The Mission,229,1,SOCKMDZ12A6D4F6A79,Hands Across The Ocean,1990,Welwyn Hatfield,England,United Kingdom
ARTTAXP123E29C2168,44.8167726,,-91.5010059,Volcano Choir,170,1,SOOQWOV12AC468B7A4,Dote,2009,Eau Claire,Wisconsin,USA
ARSX2ZI1187FB39714,18.1154428137914,,-77.273355570754,Luciano,268,1,SOCLEOV12A6D4FC4D7,God Is My Friend,2001,,,Jamaica
AR9FI9W1187FB51543,42.18182925,,-71.717809101217,Albert Cummings,269,1,SOMKDDC12A6D4FD22E,Say You Love Me,2006,,Massachusetts,United States of America
ARNNEAF1187FB5C737,36.6713502,,-119.8155355,The Network,82,1,SOPUVJY12A58A7A8B2,Love And Money (Album Version),0,,California,USA
AR3UJPY1187FB5017B,34.0535435,,-118.2451308,Patience Dabany,369,1,SOGKJVN12A6D4F7C75,Abagui Alobi,1994,Los Angeles,California,United States of America
AR56IZA1187FB51A19,40.7146471,,-74.0070783,Mike Farris,422,1,SOHKBNN12AB0185206,Devil Don't Sleep,0,New York,New York,United States of America
